"","NEST_NO","SPECIES","DATE","OBS","EGGNO","LENGTH","WIDTH","LINK","WEBTAG","WEIGHT","RADIO","TAGDATE","Year"
"265","233","SPEI",1993-06-05,"HMS",3,66.2,47,NA,NA,NA,NA,NA,"1993"
"266","233","SPEI",1993-06-05,"HMS",4,66,45.8,NA,NA,NA,NA,NA,"1993"
"267","233","SPEI",1993-06-05,"HMS",5,65.8,45.3,NA,NA,NA,NA,NA,"1993"
"268","233","SPEI",1993-06-05,"HMS",6,65.6,47,NA,NA,NA,NA,NA,"1993"
"269","234","SPEI",1993-06-05,"HMS",1,67,41.5,NA,NA,NA,NA,NA,"1993"
"270","234","SPEI",1993-06-05,"HMS",2,66.7,42.2,NA,NA,NA,NA,NA,"1993"
"271","234","SPEI",1993-06-05,"HMS",3,67.2,43.6,NA,NA,NA,NA,NA,"1993"
"272","234","SPEI",1993-06-05,"HMS",4,69.9,46.3,NA,NA,NA,NA,NA,"1993"
"273","234","SPEI",1993-06-05,"HMS",5,68.2,43.6,NA,NA,NA,NA,NA,"1993"
"274","236","SPEI",1993-06-08,"HMS",1,61.8,46,NA,NA,NA,NA,NA,"1993"
"275","236","SPEI",1993-06-08,"HMS",2,63.8,46.6,NA,NA,NA,NA,NA,"1993"
"276","236","SPEI",1993-06-08,"HMS",3,66,45.7,NA,NA,NA,NA,NA,"1993"
"277","236","SPEI",1993-06-08,"HMS",4,67,46.2,NA,NA,NA,NA,NA,"1993"
"278","236","SPEI",1993-06-08,"HMS",5,65.6,46.1,NA,NA,NA,NA,NA,"1993"
"279","236","SPEI",1993-06-08,"HMS",6,66.2,46.3,NA,NA,NA,NA,NA,"1993"
"280","302","SPEI",1993-06-09,"CMH",1,72.1,43.8,NA,NA,NA,NA,NA,"1993"
"281","302","SPEI",1993-06-09,"CMH",2,70.2,45.1,NA,NA,NA,NA,NA,"1993"
"282","302","SPEI",1993-06-09,"CMH",3,71.2,46.6,NA,NA,NA,NA,NA,"1993"
"283","302","SPEI",1993-06-09,"CMH",4,72.1,45.8,NA,NA,NA,NA,NA,"1993"
"284","302","SPEI",1993-06-09,"CMH",5,68.3,46.2,NA,NA,NA,NA,NA,"1993"
"285","303","SPEI",1993-06-09,"CMH",1,66.5,44.3,NA,NA,NA,NA,NA,"1993"
"286","303","SPEI",1993-06-09,"CMH",2,67.8,44.3,NA,NA,NA,NA,NA,"1993"
"287","303","SPEI",1993-06-09,"CMH",3,64.6,43.5,NA,NA,NA,NA,NA,"1993"
"288","303","SPEI",1993-06-09,"CMH",4,66.1,42.9,NA,NA,NA,NA,NA,"1993"
"289","304","SPEI",1993-06-09,"CMH",1,69.9,45.6,NA,NA,NA,NA,NA,"1993"
"290","304","SPEI",1993-06-09,"CMH",2,68.7,44.9,NA,NA,NA,NA,NA,"1993"
"291","304","SPEI",1993-06-09,"CMH",3,68.6,45,NA,NA,NA,NA,NA,"1993"
"292","304","SPEI",1993-06-09,"CMH",4,70.7,44.6,NA,NA,NA,NA,NA,"1993"
"293","304","SPEI",1993-06-09,"CMH",5,66.4,45.1,NA,NA,NA,NA,NA,"1993"
"294","307","SPEI",1993-06-09,"CMH",1,67.1,46.6,NA,NA,NA,NA,NA,"1993"
"295","307","SPEI",1993-06-09,"CMH",2,68,47.6,NA,NA,NA,NA,NA,"1993"
"296","307","SPEI",1993-06-09,"CMH",3,65,45.7,NA,NA,NA,NA,NA,"1993"
"297","307","SPEI",1993-06-09,"CMH",4,69.5,47.2,NA,NA,NA,NA,NA,"1993"
"298","307","SPEI",1993-06-09,"CMH",5,66.5,46.9,NA,NA,NA,NA,NA,"1993"
"299","308","SPEI",1993-06-09,"CMH",1,68.3,45,NA,NA,NA,NA,NA,"1993"
"300","308","SPEI",1993-06-09,"CMH",2,71.8,44.6,NA,NA,NA,NA,NA,"1993"
"301","308","SPEI",1993-06-09,"CMH",3,73.6,45.6,NA,NA,NA,NA,NA,"1993"
"302","308","SPEI",1993-06-09,"CMH",4,69.5,45.2,NA,NA,NA,NA,NA,"1993"
"303","308","SPEI",1993-06-09,"CMH",5,72.2,44.8,NA,NA,NA,NA,NA,"1993"
"304","308","SPEI",1993-06-09,"CMH",6,71.6,45,NA,NA,NA,NA,NA,"1993"
"305","311","SPEI",1993-06-10,"CMH",1,63.8,44.1,NA,NA,NA,NA,NA,"1993"
"306","311","SPEI",1993-06-10,"CMH",2,69.6,44.7,NA,NA,NA,NA,NA,"1993"
"307","311","SPEI",1993-06-10,"CMH",3,64.9,46.2,NA,NA,NA,NA,NA,"1993"
"308","311","SPEI",1993-06-10,"CMH",4,69.5,45,NA,NA,NA,NA,NA,"1993"
"309","311","SPEI",1993-06-10,"CMH",5,69.5,44.8,NA,NA,NA,NA,NA,"1993"
"310","311","SPEI",1993-06-10,"CMH",6,67.3,45.1,NA,0,NA,NA,NA,"1993"
"311","312","SPEI",1993-06-12,"CMH",1,68.7,46.4,NA,NA,NA,NA,NA,"1993"
"312","312","SPEI",1993-06-12,"CMH",2,68.7,45.9,NA,NA,NA,NA,NA,"1993"
"313","312","SPEI",1993-06-12,"CMH",3,68.7,46.1,NA,NA,NA,NA,NA,"1993"
"314","312","SPEI",1993-06-12,"CMH",4,64.5,43.8,NA,NA,NA,NA,NA,"1993"
"315","312","SPEI",1993-06-12,"CMH",5,70,47.5,NA,NA,NA,NA,NA,"1993"
"316","313","SPEI",1993-06-12,"CMH",1,64.9,46.3,NA,NA,NA,NA,NA,"1993"
"317","313","SPEI",1993-06-12,"CMH",2,64.6,46.8,NA,NA,NA,NA,NA,"1993"
"318","313","SPEI",1993-06-12,"CMH",3,65,46.3,NA,NA,NA,NA,NA,"1993"
"319","313","SPEI",1993-06-12,"CMH",4,65.8,46.5,NA,NA,NA,NA,NA,"1993"
"320","313","SPEI",1993-06-12,"CMH",5,67,44.4,NA,NA,NA,NA,NA,"1993"
"321","313","SPEI",1993-06-12,"CMH",6,64.4,46.4,NA,NA,NA,NA,NA,"1993"
"322","313","SPEI",1993-06-12,"CMH",7,63.2,45.8,NA,NA,NA,NA,NA,"1993"
"323","314","SPEI",1993-06-12,"CMH",1,69,42.2,NA,NA,NA,NA,NA,"1993"
"324","314","SPEI",1993-06-12,"CMH",2,65.3,44.4,NA,NA,NA,NA,NA,"1993"
"325","314","SPEI",1993-06-12,"CMH",3,70.9,43.7,NA,NA,NA,NA,NA,"1993"
"326","315","SPEI",1993-06-12,"CMH",1,69.2,45.5,NA,NA,NA,NA,NA,"1993"
"327","315","SPEI",1993-06-12,"CMH",2,70,45.6,NA,NA,NA,NA,NA,"1993"
"328","315","SPEI",1993-06-12,"CMH",3,68.8,45.2,NA,NA,NA,NA,NA,"1993"
"329","315","SPEI",1993-06-12,"CMH",4,70.2,46.2,NA,NA,NA,NA,NA,"1993"
"330","315","SPEI",1993-06-12,"CMH",5,70.7,47,NA,NA,NA,NA,NA,"1993"
"331","315","SPEI",1993-06-12,"CMH",6,71.2,46.2,NA,NA,NA,NA,NA,"1993"
"332","319","SPEI",1993-06-17,"CMH",1,67.6,42.4,NA,NA,NA,NA,NA,"1993"
"333","319","SPEI",1993-06-17,"CMH",2,66.9,45.1,NA,NA,NA,NA,NA,"1993"
"334","319","SPEI",1993-06-17,"CMH",3,67.9,44.2,NA,NA,NA,NA,NA,"1993"
"335","319","SPEI",1993-06-17,"CMH",4,67.9,45.3,NA,NA,NA,NA,NA,"1993"
"336","320","SPEI",1993-06-19,"CMH",1,71,46.5,NA,NA,NA,NA,NA,"1993"
"337","320","SPEI",1993-06-19,"CMH",2,71.3,45.3,NA,NA,NA,NA,NA,"1993"
"338","320","SPEI",1993-06-19,"CMH",3,69.8,46.4,NA,NA,NA,NA,NA,"1993"
"339","320","SPEI",1993-06-19,"CMH",4,67.1,46.8,NA,NA,NA,NA,NA,"1993"
"340","320","SPEI",1993-06-19,"CMH",5,69.7,46.5,NA,NA,NA,NA,NA,"1993"
"341","320","SPEI",1993-06-19,"CMH",6,71.3,46.2,NA,NA,NA,NA,NA,"1993"
"342","401","SPEI",1993-06-09,"EAD",1,65,44.2,NA,NA,NA,NA,NA,"1993"
"343","401","SPEI",1993-06-09,"EAD",2,69.1,44.5,NA,NA,NA,NA,NA,"1993"
"344","401","SPEI",1993-06-09,"EAD",3,69,46.6,NA,NA,NA,NA,NA,"1993"
"345","401","SPEI",1993-06-09,"EAD",4,69,45.2,NA,NA,NA,NA,NA,"1993"
"346","401","SPEI",1993-06-09,"EAD",5,67.8,46.5,NA,NA,NA,NA,NA,"1993"
"347","403","SPEI",1993-06-09,"EAD",1,70.2,47.1,NA,NA,NA,NA,NA,"1993"
"348","402","SPEI",1993-06-09,"EAD",2,70.7,46,NA,NA,NA,NA,NA,"1993"
"349","402","SPEI",1993-06-09,"EAD",3,69.5,47.5,NA,NA,NA,NA,NA,"1993"
"350","402","SPEI",1993-06-09,"EAD",4,70.5,46.7,NA,NA,NA,NA,NA,"1993"
"351","402","SPEI",1993-06-09,"EAD",5,69.6,47.4,NA,NA,NA,NA,NA,"1993"
"352","402","SPEI",1993-06-09,"EAD",6,67.1,46.6,NA,NA,NA,NA,NA,"1993"
"353","402","SPEI",1993-06-09,"EAD",7,67.7,45.7,NA,NA,NA,NA,NA,"1993"
"354","406","SPEI",1993-06-11,"EAD",1,69.5,45.3,NA,NA,NA,NA,NA,"1993"
"355","406","SPEI",1993-06-11,"EAD",2,66.9,44.9,NA,NA,NA,NA,NA,"1993"
"356","406","SPEI",1993-06-11,"EAD",3,66.5,44.5,NA,NA,NA,NA,NA,"1993"
"357","406","SPEI",1993-06-11,"EAD",4,66.4,45,NA,NA,NA,NA,NA,"1993"
"358","406","SPEI",1993-06-11,"EAD",5,65.3,45.3,NA,NA,NA,NA,NA,"1993"
"359","TLM001","SPEI",1994-05-23,"TLM",1,67,46,NA,0,0,0,1994-06-15,"1994"
"360","TLM001","SPEI",1994-05-23,"TLM",2,68,46,NA,0,0,0,1994-06-15,"1994"
"361","TLM001","SPEI",1994-05-23,"TLM",3,67,44.1,NA,0,0,0,1994-06-15,"1994"
"362","TLM001","SPEI",1994-05-23,"TLM",4,66,45,NA,0,0,0,1994-06-15,"1994"
"363","TLM001","SPEI",1994-05-23,"TLM",5,65,45,NA,0,0,0,1994-06-15,"1994"
"364","TLM002","COEI",1994-05-23,"TLM",1,77.8,51,NA,0,0,0,NA,"1994"
"365","TLM002","COEI",1994-05-23,"TLM",2,79.2,51,NA,0,0,0,NA,"1994"
"366","TLM002","COEI",1994-05-23,"TLM",3,80.1,48.9,NA,0,0,0,NA,"1994"
"367","TLM003","SPEI",1994-05-23,"TLM",1,69.3,45.1,NA,0,0,0,NA,"1994"
"368","TLM003","SPEI",1994-05-23,"TLM",2,68.5,44.3,NA,0,0,0,NA,"1994"
"369","TLM003","SPEI",1994-05-23,"TLM",3,69.8,44.5,NA,0,0,0,NA,"1994"
"370","TLM003","SPEI",1994-05-23,"TLM",4,70.3,45.1,NA,0,0,0,NA,"1994"
"371","TLM003","SPEI",1994-05-23,"TLM",5,70.9,45.4,NA,0,0,0,NA,"1994"
"372","TLM003","SPEI",1994-05-23,"TLM",6,68.9,45.8,NA,0,0,0,NA,"1994"
"373","TLM004","SPEI",1994-05-23,"TLM",1,66.2,46.3,NA,0,0,0,1994-06-15,"1994"
"374","TLM004","SPEI",1994-05-23,"TLM",2,69.5,48,NA,0,0,0,1994-06-15,"1994"
"375","TLM004","SPEI",1994-05-23,"TLM",3,67.3,48,NA,0,0,0,1994-06-15,"1994"
"376","TLM004","SPEI",1994-05-23,"TLM",4,71.2,49.4,NA,0,0,0,1994-06-15,"1994"
"377","TLM004","SPEI",1994-05-23,"TLM",5,65.3,46.7,NA,0,0,0,1994-06-15,"1994"
"378","TLM005","COEI",1994-05-24,"TLM",1,71.8,49.3,NA,0,0,0,NA,"1994"
"379","TLM005","COEI",1994-05-24,"TLM",2,74.2,50.5,NA,0,0,0,NA,"1994"
"380","TLM005","COEI",1994-05-24,"TLM",3,72.3,51.2,NA,0,0,0,NA,"1994"
"381","TLM005","COEI",1994-05-24,"TLM",4,74,50.4,NA,0,0,0,NA,"1994"
"382","TLM005","COEI",1994-05-24,"TLM",5,70.6,48.3,NA,0,0,0,NA,"1994"
"383","TLM006","SPEI",1994-05-24,"TLM",1,75.8,45,NA,0,0,0,NA,"1994"
"384","TLM006","SPEI",1994-05-24,"TLM",2,73.6,46.3,NA,0,0,0,NA,"1994"
"385","TLM006","SPEI",1994-05-24,"TLM",3,73,47.1,NA,0,0,0,NA,"1994"
"386","TLM007","SPEI",1994-05-24,"TLM",1,71.1,44.1,NA,0,0,0,NA,"1994"
"387","TLM007","SPEI",1994-05-24,"TLM",2,68.5,44.5,NA,0,0,0,NA,"1994"
"388","TLM007","SPEI",1994-05-24,"TLM",3,67.7,43.1,NA,0,0,0,NA,"1994"
"389","TLM007","SPEI",1994-05-24,"TLM",4,66.8,44.9,NA,0,0,0,NA,"1994"
"390","TLM007","SPEI",1994-05-24,"TLM",5,69.8,42.9,NA,0,0,0,NA,"1994"
"391","TLM008","COEI",1994-05-24,"TLM",1,76.8,50.6,NA,0,0,0,NA,"1994"
"392","TLM008","COEI",1994-05-24,"TLM",2,79.7,51.9,NA,0,0,0,NA,"1994"
"393","TLM008","COEI",1994-05-24,"TLM",3,78.9,53.2,NA,0,0,0,NA,"1994"
"394","TLM008","COEI",1994-05-24,"TLM",4,80.3,51.9,NA,0,0,0,NA,"1994"
"395","TLM008","COEI",1994-05-24,"TLM",5,80.4,51.9,NA,0,0,0,NA,"1994"
"396","ADS001","SPEI",1994-05-23,"ADS",1,66.1,46.2,NA,0,0,0,NA,"1994"
"397","ADS001","SPEI",1994-05-23,"ADS",2,65,45,NA,0,0,0,NA,"1994"
"398","ADS001","SPEI",1994-05-23,"ADS",3,67.3,46.1,NA,0,0,0,NA,"1994"
"399","TLM012","SPEI",1994-05-25,"TLM",1,63.2,46.6,NA,0,0,0,NA,"1994"
"400","TLM012","SPEI",1994-05-25,"TLM",2,63.6,47,NA,0,0,0,NA,"1994"
"401","TLM012","SPEI",1994-05-25,"TLM",3,67.7,43.4,NA,0,0,0,NA,"1994"
"402","TLM012","SPEI",1994-05-25,"TLM",4,64.2,46.6,NA,0,0,0,NA,"1994"
"403","TLM012","SPEI",1994-05-25,"TLM",5,65.3,45.9,NA,0,0,0,NA,"1994"
"404","TLM012","SPEI",1994-05-25,"TLM",6,66.1,46,NA,0,0,0,NA,"1994"
"405","TLM014","SPEI",1994-05-25,"TLM",1,72.2,47,NA,0,0,0,NA,"1994"
"406","TLM014","SPEI",1994-05-25,"TLM",2,71.4,46.1,NA,0,0,0,NA,"1994"
"407","TLM014","SPEI",1994-05-25,"TLM",3,71.9,46.7,NA,0,0,0,NA,"1994"
"408","TLM014","SPEI",1994-05-25,"TLM",4,71.5,46.7,NA,0,0,0,NA,"1994"
"409","TLM014","SPEI",1994-05-25,"TLM",5,70,46.6,NA,0,0,0,NA,"1994"
"410","TLM009","COEI",1994-05-25,"TLM",1,74.9,48.2,NA,0,0,0,NA,"1994"
"411","TLM009","COEI",1994-05-25,"TLM",2,74.7,48.8,NA,0,0,0,NA,"1994"
"412","TLM009","COEI",1994-05-25,"TLM",3,75,47.4,NA,0,0,0,NA,"1994"
"413","TLM009","COEI",1994-05-25,"TLM",4,75.2,48.1,NA,0,0,0,NA,"1994"
"414","TLM010","COEI",1994-05-25,"TLM",1,75.9,49.6,NA,0,0,0,NA,"1994"
"415","TLM010","COEI",1994-05-25,"TLM",2,71.3,46.3,NA,0,0,0,NA,"1994"
"416","TLM010","COEI",1994-05-25,"TLM",3,76.5,49.4,NA,0,0,0,NA,"1994"
"417","TLM010","COEI",1994-05-25,"TLM",4,71.9,49.4,NA,0,0,0,NA,"1994"
"418","TLM011","COEI",1994-05-25,"TLM",1,77.6,49.7,NA,0,0,0,NA,"1994"
"419","TLM011","COEI",1994-05-25,"TLM",2,78.5,49.4,NA,0,0,0,NA,"1994"
"420","TLM011","COEI",1994-05-25,"TLM",3,76.6,51.4,NA,0,0,0,NA,"1994"
"421","TLM011","COEI",1994-05-25,"TLM",4,77.4,50.1,NA,0,0,0,NA,"1994"
"422","TLM011","COEI",1994-05-25,"TLM",5,77.9,50.4,NA,0,0,0,NA,"1994"
"423","TLM013","COEI",1994-05-25,"TLM",1,76.2,49.6,NA,0,0,0,NA,"1994"
"424","TLM013","COEI",1994-05-25,"TLM",2,76.9,48.8,NA,0,0,0,NA,"1994"
"425","TLM013","COEI",1994-05-25,"TLM",3,75.1,49.3,NA,0,0,0,NA,"1994"
"426","TLM013","COEI",1994-05-25,"TLM",4,75.1,49.4,NA,0,0,0,NA,"1994"
"427","ADS002","SPEI",1994-05-25,"ADS",1,67.5,46.1,NA,0,0,0,NA,"1994"
"428","ADS002","SPEI",1994-05-25,"ADS",2,68,46,NA,0,0,0,NA,"1994"
"429","ADS002","SPEI",1994-05-25,"ADS",3,68,47.5,NA,0,0,0,NA,"1994"
"430","ADS002","SPEI",1994-05-25,"ADS",4,67.5,46.1,NA,0,0,0,NA,"1994"
"431","ADS002","SPEI",1994-05-25,"ADS",5,68,46.1,NA,0,0,0,NA,"1994"
"432","TLM016","SPEI",1994-05-26,"TLM",1,67.2,45.9,NA,0,0,0,NA,"1994"
"433","TLM016","SPEI",1994-05-26,"TLM",2,67.2,46.7,NA,0,0,0,NA,"1994"
"434","TLM016","SPEI",1994-05-26,"TLM",3,67,46.9,NA,0,0,0,NA,"1994"
"435","TLM016","SPEI",1994-05-26,"TLM",4,65.6,47.2,NA,0,0,0,NA,"1994"
"436","TLM016","SPEI",1994-05-26,"TLM",5,66.2,46.4,NA,0,0,0,NA,"1994"
"437","TLM016","SPEI",1994-05-26,"TLM",6,66.3,46.8,NA,0,0,0,NA,"1994"
"438","TLM017","SPEI",1994-05-26,"TLM",1,68.1,43.4,NA,0,0,0,NA,"1994"
"439","TLM017","SPEI",1994-05-26,"TLM",2,65.5,44.4,NA,0,0,0,NA,"1994"
"440","TLM017","SPEI",1994-05-26,"TLM",3,68.5,45,NA,0,0,0,NA,"1994"
"441","TLM017","SPEI",1994-05-26,"TLM",4,69.5,44.1,NA,0,0,0,NA,"1994"
"442","TLM017","SPEI",1994-05-26,"TLM",5,66.5,44.9,NA,0,0,0,NA,"1994"
"443","TLM017","SPEI",1994-05-26,"TLM",6,70,44.9,NA,0,0,0,NA,"1994"
"444","ADS003","SPEI",1994-05-26,"ADS",1,69.1,46.1,NA,0,0,0,NA,"1994"
"445","ADS003","SPEI",1994-05-26,"ADS",2,67.5,46,NA,0,0,0,NA,"1994"
"446","ADS003","SPEI",1994-05-26,"ADS",3,67.1,46.4,NA,0,0,0,NA,"1994"
"447","ADS003","SPEI",1994-05-26,"ADS",4,71,46.1,NA,0,0,0,NA,"1994"
"448","ADS003","SPEI",1994-05-26,"ADS",5,70,46,NA,0,0,0,NA,"1994"
"449","ADS003","SPEI",1994-05-26,"ADS",6,70,45.3,NA,0,0,0,NA,"1994"
"450","ADS004","SPEI",1994-05-26,"ADS",1,69.1,47.2,NA,0,0,0,NA,"1994"
"451","ADS004","SPEI",1994-05-26,"ADS",2,71.1,46.6,NA,0,0,0,NA,"1994"
"452","ADS004","SPEI",1994-05-26,"ADS",3,69.4,47.1,NA,0,0,0,NA,"1994"
"453","ADS004","SPEI",1994-05-26,"ADS",4,69,47.9,NA,0,0,0,NA,"1994"
"454","ADS004","SPEI",1994-05-26,"ADS",5,73.1,45.5,NA,0,0,0,NA,"1994"
"455","ADS004","SPEI",1994-05-26,"ADS",6,69.1,46.6,NA,0,0,0,NA,"1994"
"456","ADS005","COEI",1994-05-26,"ADS",1,78.4,50.4,NA,0,0,0,NA,"1994"
"457","ADS005","COEI",1994-05-26,"ADS",2,75,48.3,NA,0,0,0,NA,"1994"
"458","ADS005","COEI",1994-05-26,"ADS",3,71.6,49.1,NA,0,0,0,NA,"1994"
"459","ADS005","COEI",1994-05-26,"ADS",4,74.6,49,NA,0,0,0,NA,"1994"
"460","ADS005","COEI",1994-05-26,"ADS",5,73,50.2,NA,0,0,0,NA,"1994"
"461","ADS005","COEI",1994-05-26,"ADS",6,73.5,49,NA,0,0,0,NA,"1994"
"462","ADS005","COEI",1994-05-26,"ADS",7,76,48.3,NA,0,0,0,NA,"1994"
"463","ADS006","COEI",1994-05-26,"ADS",1,74,50,NA,0,0,0,NA,"1994"
"464","ADS006","COEI",1994-05-26,"ADS",2,74.9,49.6,NA,0,0,0,NA,"1994"
"465","ADS006","COEI",1994-05-26,"ADS",3,76,49.2,NA,0,0,0,NA,"1994"
"466","ADS006","COEI",1994-05-26,"ADS",4,74.4,50.3,NA,0,0,0,NA,"1994"
"467","ADS006","COEI",1994-05-26,"ADS",5,72.5,50,NA,0,0,0,NA,"1994"
"468","ADS006","COEI",1994-05-26,"ADS",6,75,50,NA,0,0,0,NA,"1994"
"469","ADS007","COEI",1994-05-26,"ADS",1,77,51.6,NA,0,0,0,NA,"1994"
"470","ADS007","COEI",1994-05-26,"ADS",2,75.2,51.3,NA,0,0,0,NA,"1994"
"471","ADS007","COEI",1994-05-26,"ADS",3,75,50.9,NA,0,0,0,NA,"1994"
"472","ADS007","COEI",1994-05-26,"ADS",4,72.2,52.1,NA,0,0,0,NA,"1994"
"473","ADS007","COEI",1994-05-26,"ADS",5,74.4,52.1,NA,0,0,0,NA,"1994"
"474","ADS007","COEI",1994-05-26,"ADS",6,69.9,50,NA,0,0,0,NA,"1994"
"475","ADS008","SPEI",1994-05-27,"ADS",1,68.1,45.5,NA,0,0,0,NA,"1994"
"476","ADS008","SPEI",1994-05-27,"ADS",2,68,45.5,NA,0,0,0,NA,"1994"
"477","ADS008","SPEI",1994-05-27,"ADS",3,68.4,45.4,NA,0,0,0,NA,"1994"
"478","ADS008","SPEI",1994-05-27,"ADS",4,65.5,46.5,NA,0,0,0,NA,"1994"
"479","ADS008","SPEI",1994-05-27,"ADS",5,68,46.4,NA,0,0,0,NA,"1994"
"480","ADS008","SPEI",1994-05-27,"ADS",6,68.1,46.1,NA,0,0,0,NA,"1994"
"481","ADS010","SPEI",1994-05-27,"ADS",1,67.1,46.3,NA,0,0,0,NA,"1994"
"482","ADS010","SPEI",1994-05-27,"ADS",2,67.2,46.1,NA,0,0,0,NA,"1994"
"483","ADS010","SPEI",1994-05-27,"ADS",3,68,46.3,NA,0,0,0,NA,"1994"
"484","ADS010","SPEI",1994-05-27,"ADS",4,67,46,NA,0,0,0,NA,"1994"
"485","ADS010","SPEI",1994-05-27,"ADS",5,70.3,45.5,NA,0,0,0,NA,"1994"
"486","ADS010","SPEI",1994-05-27,"ADS",6,67.9,46.6,NA,0,0,0,NA,"1994"
"487","ADS009","COEI",1994-05-27,"ADS",1,78.7,48.8,NA,0,0,0,NA,"1994"
"488","ADS009","COEI",1994-05-27,"ADS",2,74.4,50,NA,0,0,0,NA,"1994"
"489","ADS009","COEI",1994-05-27,"ADS",3,75,43.3,NA,0,0,0,NA,"1994"
"490","ADS009","COEI",1994-05-27,"ADS",4,74.5,50,NA,0,0,0,NA,"1994"
"491","TLM019","SPEI",1994-05-28,"TLM",1,72.7,42.6,NA,0,0,0,NA,"1994"
"492","TLM019","SPEI",1994-05-28,"TLM",2,70.6,45.1,NA,0,0,0,NA,"1994"
"493","TLM019","SPEI",1994-05-28,"TLM",3,70.7,45.3,NA,0,0,0,NA,"1994"
"494","TLM019","SPEI",1994-05-28,"TLM",4,70.3,45.3,NA,0,0,0,NA,"1994"
"495","TLM019","SPEI",1994-05-28,"TLM",5,69.7,45.2,NA,0,0,0,NA,"1994"
"496","TLM020","SPEI",1994-05-28,"TLM",1,69.1,45.4,NA,0,0,0,NA,"1994"
"497","TLM020","SPEI",1994-05-28,"TLM",2,69.2,45.3,NA,0,0,0,NA,"1994"
"498","TLM021","SPEI",1994-05-28,"TLM",1,67.1,46.3,NA,0,0,0,NA,"1994"
"499","TLM021","SPEI",1994-05-28,"TLM",2,69.1,46,NA,0,0,0,NA,"1994"
"500","TLM021","SPEI",1994-05-28,"TLM",3,72.8,44.8,NA,0,0,0,NA,"1994"
"501","TLM021","SPEI",1994-05-28,"TLM",4,66.4,46.6,NA,0,0,0,NA,"1994"
"502","TLM021","SPEI",1994-05-28,"TLM",5,64.7,45.5,NA,0,0,0,NA,"1994"
"503","TLM023","SPEI",1994-05-28,"TLM",1,66.7,45.6,NA,0,0,0,NA,"1994"
"504","TLM023","SPEI",1994-05-28,"TLM",2,67.4,47.2,NA,0,0,0,NA,"1994"
"505","TLM023","SPEI",1994-05-28,"TLM",3,67.2,46.2,NA,0,0,0,NA,"1994"
"506","TLM023","SPEI",1994-05-28,"TLM",4,68.4,47.4,NA,0,0,0,NA,"1994"
"507","TLM023","SPEI",1994-05-28,"TLM",5,67.8,47.3,NA,0,0,0,NA,"1994"
"508","TLM026","SPEI",1994-05-28,"TLM",1,72.6,45.3,NA,0,0,0,NA,"1994"
"509","TLM026","SPEI",1994-05-28,"TLM",2,72.7,44.4,NA,0,0,0,NA,"1994"
"510","TLM026","SPEI",1994-05-28,"TLM",3,72,44.8,NA,0,0,0,NA,"1994"
"511","TLM026","SPEI",1994-05-28,"TLM",4,71.1,45.8,NA,0,0,0,NA,"1994"
"512","TLM026","SPEI",1994-05-28,"TLM",5,72.9,45.3,NA,0,0,0,NA,"1994"
"513","TLM018","COEI",1994-05-28,"TLM",1,75,50,"N",0,0,0,1994-06-17,"1994"
"514","TLM018","COEI",1994-05-28,"TLM",2,72.2,49.5,"N",0,0,0,1994-06-17,"1994"
"515","TLM018","COEI",1994-05-28,"TLM",3,73.3,49.5,"N",0,0,0,1994-06-17,"1994"
"516","TLM018","COEI",1994-05-28,"TLM",4,72.7,50,"N",0,0,0,1994-06-17,"1994"
"517","TLM018","COEI",1994-05-28,"TLM",5,75.7,48.7,"N",0,0,0,1994-06-17,"1994"
"518","TLM018","COEI",1994-05-28,"TLM",6,69,48.7,"N",0,0,0,1994-06-17,"1994"
"519","TLM022","COEI",1994-05-28,"TLM",1,75.5,51.6,NA,0,0,0,NA,"1994"
"520","TLM022","COEI",1994-05-28,"TLM",2,75.3,50.4,NA,0,0,0,NA,"1994"
"521","TLM022","COEI",1994-05-28,"TLM",3,76,51.7,NA,0,0,0,NA,"1994"
"522","TLM022","COEI",1994-05-28,"TLM",4,73.7,51.4,NA,0,0,0,NA,"1994"
"523","TLM022","COEI",1994-05-28,"TLM",5,75.9,52.2,NA,0,0,0,NA,"1994"
"524","TLM022","COEI",1994-05-28,"TLM",6,78.6,51.6,NA,0,0,0,NA,"1994"
"525","TLM024","COEI",1994-05-28,"TLM",1,74.6,50.7,NA,0,0,0,NA,"1994"
"526","TLM024","COEI",1994-05-28,"TLM",2,73.8,48.4,NA,0,0,0,NA,"1994"
"527","TLM024","COEI",1994-05-28,"TLM",3,70.4,52.1,NA,0,0,0,NA,"1994"
"528","TLM024","COEI",1994-05-28,"TLM",4,74.7,49,NA,0,0,0,NA,"1994"
"529","TLM024","COEI",1994-05-28,"TLM",5,74.8,51.9,NA,0,0,0,NA,"1994"
"530","TLM025","COEI",1994-05-28,"TLM",1,76.6,48.9,NA,0,0,0,NA,"1994"
"531","TLM025","COEI",1994-05-28,"TLM",2,75.6,49.4,NA,0,0,0,NA,"1994"
"532","TLM025","COEI",1994-05-28,"TLM",3,75.8,48.9,NA,0,0,0,NA,"1994"
"533","TLM025","COEI",1994-05-28,"TLM",4,74.2,49.1,NA,0,0,0,NA,"1994"
"534","TLM025","COEI",1994-05-28,"TLM",5,72.1,48.6,NA,0,0,0,NA,"1994"
"535","TLM025","COEI",1994-05-28,"TLM",6,74.3,49.8,NA,0,0,0,NA,"1994"
