"","NEST_NO","SPECIES","DATE","OBS","EGGNO","LENGTH","WIDTH","LINK","WEBTAG","WEIGHT","RADIO","TAGDATE","Year"
"13372","HMW022","COEI",2004-05-27,"HMW",3,74.4,50.2,NA,NA,NA,NA,NA,"2004"
"13373","HMW022","COEI",2004-05-27,"HMW",4,73.2,50.1,NA,NA,NA,NA,NA,"2004"
"13374","HMW023","COEI",2004-05-27,"HMW",4,75.2,49.7,NA,NA,NA,NA,NA,"2004"
"13375","HMW043","COEI",2004-05-27,NA,1,676,452,NA,NA,NA,NA,NA,"2004"
"13376","LJV023","SPEI",2004-05-23,NA,3,688,464,NA,NA,NA,NA,NA,"2004"
"13377","LJV023","SPEI",2004-05-23,NA,2,693,460,NA,NA,NA,NA,NA,"2004"
"13378","LJV023","SPEI",2004-05-23,NA,1,698,459,NA,NA,NA,NA,NA,"2004"
"13379","LJV022","SPEI",2004-05-23,NA,5,NA,NA,NA,NA,NA,NA,NA,"2004"
"13380","LJV022","SPEI",2004-05-23,NA,5,665,476,NA,NA,NA,NA,NA,"2004"
"13381","LJV022","SPEI",2004-05-23,NA,4,665,477,NA,NA,NA,NA,NA,"2004"
"13382","LJV022","SPEI",2004-05-23,NA,3,655,473,NA,NA,NA,NA,NA,"2004"
"13383","LJV022","SPEI",2004-05-23,NA,2,670,461,NA,NA,NA,NA,NA,"2004"
"13384","LJV022","SPEI",2004-05-23,NA,1,661,468,NA,NA,NA,NA,NA,"2004"
"13385","LJV022","SPEI",2004-05-23,NA,2,680,455,NA,NA,NA,NA,NA,"2004"
"13386","HMW040","SPEI",2004-05-27,NA,3,688,465,NA,NA,NA,NA,NA,"2004"
"13387","HMW040","SPEI",2004-05-27,NA,2,714,461,NA,NA,NA,NA,NA,"2004"
"13388","LJVO15","SPEI",2004-05-21,NA,1,678,459,NA,NA,NA,NA,NA,"2004"
"13389","LJV012","COEI",2004-05-23,NA,6,755,472,NA,NA,NA,NA,NA,"2004"
"13390","LJV012","COEI",2004-05-23,NA,5,763,476,NA,NA,NA,NA,NA,"2004"
"13391","HMW037","SPEI",2004-05-23,NA,4,693,451,NA,NA,NA,NA,NA,"2004"
"13392","LJV012","COEI",2004-05-23,NA,4,0,479,NA,NA,NA,NA,NA,"2004"
"13393","LJV012","COEI",2004-05-23,NA,3,755,482,NA,NA,NA,NA,NA,"2004"
"13394","LJV012","COEI",2004-05-23,NA,2,747,488,NA,NA,NA,NA,NA,"2004"
"13395","HMW041","COEI",2004-05-27,NA,3,NA,NA,NA,NA,NA,NA,NA,"2004"
"13396","HMW041","COEI",2004-05-27,NA,3,735,494,NA,NA,NA,NA,NA,"2004"
"13397","HMW037","SPEI",2004-05-23,NA,3,671,448,NA,NA,NA,NA,NA,"2004"
"13398","HMW040","SPEI",2004-05-27,NA,4,682,469,NA,NA,NA,NA,NA,"2004"
"13399","HMW040","SPEI",2004-05-27,NA,5,641,474,NA,NA,NA,NA,NA,"2004"
"13400","LJV012","COEI",2004-05-23,NA,1,765,471,NA,NA,NA,NA,NA,"2004"
"13401","HMW038","COEI",2004-05-23,NA,6,687,488,NA,NA,NA,NA,NA,"2004"
"13402","HMW038","COEI",2004-05-23,NA,5,700,493,NA,NA,NA,NA,NA,"2004"
"13403","HMW038","COEI",2004-05-23,NA,4,665,489,NA,NA,NA,NA,NA,"2004"
"13404","HMW041","COEI",2004-05-27,NA,2,785,500,NA,NA,NA,NA,NA,"2004"
"13405","HMW038","COEI",2004-05-23,NA,3,710,488,NA,NA,NA,NA,NA,"2004"
"13406","HMW041","COEI",2004-05-27,NA,1,788,489,NA,NA,NA,NA,NA,"2004"
"13407","HMW023","SPEI",2004-05-27,NA,1,NA,NA,NA,NA,NA,NA,NA,"2004"
"13408","HMW037","SPEI",2004-05-23,NA,2,684,454,NA,NA,NA,NA,NA,"2004"
"13409","HMW038","COEI",2004-05-23,NA,2,701,488,NA,NA,NA,NA,NA,"2004"
"13410","HMW038","COEI",2004-05-23,NA,1,701,485,NA,NA,NA,NA,NA,"2004"
"13411","HMW023","SPEI",2004-05-27,NA,4,752,497,NA,NA,NA,NA,NA,"2004"
"13412","HMW037","SPEI",2004-05-23,NA,1,687,452,NA,NA,NA,NA,NA,"2004"
"13413","HMW039","COEI",2004-05-23,NA,1,603,438,NA,NA,NA,NA,NA,"2004"
"13414","HMW040","SPEI",2004-05-27,NA,6,NA,NA,NA,NA,NA,NA,NA,"2004"
"13415","HMW040","SPEI",2004-05-27,NA,6,682,465,NA,NA,NA,NA,NA,"2004"
"13416","HMW039","SPEI",2004-05-23,NA,6,646,454,NA,NA,NA,NA,NA,"2004"
"13417","HMW039","SPEI",2004-05-23,NA,5,627,442,NA,NA,NA,NA,NA,"2004"
"13418","HMW039","SPEI",2004-05-23,NA,4,653,444,NA,NA,NA,NA,NA,"2004"
"13419","LJVO15","SPEI",2004-05-23,NA,4,699,447,NA,NA,NA,NA,NA,"2004"
"13420","HMW039","SPEI",2004-05-23,NA,3,623,445,NA,NA,NA,NA,NA,"2004"
"13421","LJVO15","SPEI",2004-05-23,NA,3,656,454,NA,NA,NA,NA,NA,"2004"
"13422","HMW039","SPEI",2004-05-23,NA,2,651,454,NA,NA,NA,NA,NA,"2004"
"13423","HMW042","COEI",2004-05-27,NA,1,772,595,NA,NA,NA,NA,NA,"2004"
"13424","HMW042","COEI",2004-05-27,NA,2,763,510,NA,NA,NA,NA,NA,"2004"
"13425","HMW042","COEI",2004-05-27,NA,3,779,510,NA,NA,NA,NA,NA,"2004"
"13426","HMW042","COEI",2004-05-27,NA,4,775,595,NA,NA,NA,NA,NA,"2004"
"13427","HMW042","COEI",2004-05-27,NA,5,744,597,NA,NA,NA,NA,NA,"2004"
"13428","HMW043","COEI",2004-05-27,NA,1,742,480,NA,NA,NA,NA,NA,"2004"
"13429","HMW043","COEI",2004-05-27,NA,1,741,481,NA,NA,NA,NA,NA,"2004"
"13430","HMW043","COEI",2004-05-27,NA,2,726,583,NA,NA,NA,NA,NA,"2004"
"13431","HMW043","COEI",2004-05-27,NA,3,761,581,NA,NA,NA,NA,NA,"2004"
"13432","HMW043","COEI",2004-05-27,NA,4,756,471,NA,NA,NA,NA,NA,"2004"
"13433","HMW043","COEI",2004-05-27,NA,5,734,485,NA,NA,NA,NA,NA,"2004"
"13434","HMW043","COEI",2004-05-27,NA,6,705,476,NA,NA,NA,NA,NA,"2004"
"13435","HMW043","COEI",2004-05-27,NA,1,NA,NA,NA,NA,NA,NA,NA,"2004"
"13436","HMW049","UNLO",2004-05-27,NA,1,789,265,NA,NA,NA,NA,NA,"2004"
"13437","HMW049","UNLO",2004-05-27,NA,2,152,2655,NA,NA,NA,NA,NA,"2004"
"13438","HMW049","UNLO",2004-05-27,NA,2,NA,NA,NA,NA,NA,NA,NA,"2004"
"13439","HMW021","COEI",2004-05-27,"LJV",9,74.9,50.6,NA,NA,NA,NA,NA,"2004"
"13440","LJV033","COEI",2004-05-27,"LJV",1,75.7,50.2,NA,NA,NA,NA,NA,"2004"
"13441","LJV033","COEI",2004-05-27,"LJV",2,74.9,51.3,NA,NA,NA,NA,NA,"2004"
"13442","LJV033","COEI",2004-05-27,"LJV",3,73.5,50.9,NA,NA,NA,NA,NA,"2004"
"13443","LJV034","SPEI",2004-05-27,"LJV",1,67.7,46.4,NA,NA,NA,NA,NA,"2004"
"13444","LJV034","SPEI",2004-05-27,"LJV",2,68.1,46.1,NA,NA,NA,NA,NA,"2004"
"13445","LJV034","SPEI",2004-05-27,"LJV",3,68.4,45.8,NA,NA,NA,NA,NA,"2004"
"13446","LJV034","SPEI",2004-05-27,"LJV",4,69.1,45.9,NA,NA,NA,NA,NA,"2004"
"13447","LJV034","SPEI",2004-05-27,"LJV",5,64,46.2,NA,NA,NA,NA,NA,"2004"
"13448","LJV034","SPEI",2004-05-27,"LJV",6,67.7,45.5,NA,NA,NA,NA,NA,"2004"
"13449","HMW044","COEI",2004-05-27,"LJV",1,76,50.1,NA,NA,NA,NA,NA,"2004"
"13450","HMW044","COEI",2004-05-27,"LJV",2,74.2,49.6,NA,NA,NA,NA,NA,"2004"
"13451","HMW044","COEI",2004-05-27,"LJV",3,74,73.5,NA,NA,NA,NA,NA,"2004"
"13452","HMW044","COEI",2004-05-27,"LJV",4,73.5,49.7,NA,NA,NA,NA,NA,"2004"
"13453","BNS011","COEI",2004-05-27,"BNS",1,74.3,48.8,NA,NA,NA,NA,NA,"2004"
"13454","BNS011","COEI",2004-05-27,"BNS",2,74,49.5,NA,NA,NA,NA,NA,"2004"
"13455","BNS011","COEI",2004-05-27,"BNS",3,73,49.7,NA,NA,NA,NA,NA,"2004"
"13456","BNS011","COEI",2004-05-27,"BNS",4,75.8,48.2,NA,NA,NA,NA,NA,"2004"
"13457","BNS011","COEI",2004-05-27,"BNS",5,68.2,48.2,NA,NA,NA,NA,NA,"2004"
"13458","BNS011","COEI",2004-05-27,"BNS",6,70.5,49.4,NA,NA,NA,NA,NA,"2004"
"13459","BNS012","PALO",2004-05-27,"BNS",1,71.9,46.7,NA,NA,NA,NA,NA,"2004"
"13460","BNS013","SPEI",2004-05-27,"BNS",1,65.9,46.5,NA,NA,NA,NA,NA,"2004"
"13461","BNS013","SPEI",2004-05-27,"BNS",2,66.9,46.7,NA,NA,NA,NA,NA,"2004"
"13462","BNS013","SPEI",2004-05-27,"BNS",3,67.7,46.1,NA,NA,NA,NA,NA,"2004"
"13463","BNS013","SPEI",2004-05-27,"BNS",4,65.7,46.6,NA,NA,NA,NA,NA,"2004"
"13464","BNS013","SPEI",2004-05-27,"BNS",5,66.4,47.1,NA,NA,NA,NA,NA,"2004"
"13465","BNS013","SPEI",2004-05-27,"BNS",6,64.5,46.2,NA,NA,NA,NA,NA,"2004"
"13466","BNS014","PALO",2004-05-27,"BNS",1,86.7,54,NA,NA,NA,NA,NA,"2004"
"13467","BNS015","SPEI",2004-05-27,"BNS",1,66.8,44.9,NA,NA,NA,NA,NA,"2004"
"13468","BNS015","SPEI",2004-05-27,"BNS",2,63.5,44.5,NA,NA,NA,NA,NA,"2004"
"13469","BNS015","SPEI",2004-05-27,"BNS",3,64.8,45.6,NA,NA,NA,NA,NA,"2004"
"13470","BNS015","SPEI",2004-05-27,"BNS",4,67.3,44.6,NA,NA,NA,NA,NA,"2004"
"13471","BNS015","SPEI",2004-05-27,"BNS",5,67.5,44.5,NA,NA,NA,NA,NA,"2004"
"13472","BNS016","COEI",2004-05-27,"BNS",1,67.4,45.3,NA,NA,NA,NA,NA,"2004"
"13473","BNS016","COEI",2004-05-27,"BNS",2,76.1,50.8,NA,NA,NA,NA,NA,"2004"
"13474","BNS016","COEI",2004-05-27,"BNS",3,67.9,45.5,NA,NA,NA,NA,NA,"2004"
"13475","BNS016","COEI",2004-05-27,"BNS",4,75.3,51.2,NA,NA,NA,NA,NA,"2004"
"13476","BNS016","COEI",2004-05-27,"BNS",5,74.9,51.1,NA,NA,NA,NA,NA,"2004"
"13477","BNS016","COEI",2004-05-27,"BNS",6,72.8,50.1,NA,NA,NA,NA,NA,"2004"
"13478","BNS016","COEI",2004-05-27,"BNS",7,80.5,50.4,NA,NA,NA,NA,NA,"2004"
"13479","BNS017","RTLO",2004-05-27,"BNS",1,74.8,44.5,NA,NA,NA,NA,NA,"2004"
"13480","BNS017","RTLO",2004-05-27,"BNS",2,72.2,43.9,NA,NA,NA,NA,NA,"2004"
"13481","BNS018","RTLO",2004-05-27,"BNS",1,75.7,48.6,NA,NA,NA,NA,NA,"2004"
"13482","BNS019","COEI",2004-05-27,"BNS",1,75.2,51.3,NA,NA,NA,NA,NA,"2004"
"13483","BNS019","COEI",2004-05-27,"BNS",2,72.9,50.8,NA,NA,NA,NA,NA,"2004"
"13484","BNS019","COEI",2004-05-27,"BNS",3,68.9,50.6,NA,NA,NA,NA,NA,"2004"
"13485","BNS019","COEI",2004-05-27,"BNS",4,74.1,51.7,NA,NA,NA,NA,NA,"2004"
"13486","BNS020","COEI",2004-05-27,"BNS",1,77.5,50.9,NA,NA,NA,NA,NA,"2004"
"13487","BNS020","COEI",2004-05-27,"BNS",2,75.5,50.8,NA,NA,NA,NA,NA,"2004"
"13488","BNS020","COEI",2004-05-27,"BNS",3,74.9,48.2,NA,NA,NA,NA,NA,"2004"
"13489","BNS020","COEI",2004-05-27,"BNS",4,75.9,50.9,NA,NA,NA,NA,NA,"2004"
"13490","BNS020","COEI",2004-05-27,"BNS",5,73.1,49.9,NA,NA,NA,NA,NA,"2004"
"13491","BNS020","COEI",2004-05-27,"BNS",6,75.4,51.2,NA,NA,NA,NA,NA,"2004"
"13492","BNS020","COEI",2004-05-27,"BNS",0,0,0,NA,NA,NA,NA,NA,"2004"
"13493","BNS021","SPEI",2004-05-27,"BNS",1,66.6,47.8,NA,NA,NA,NA,NA,"2004"
"13494","BNS021","SPEI",2004-05-27,"BNS",2,67.1,48.2,NA,NA,NA,NA,NA,"2004"
"13495","BNS021","SPEI",2004-05-27,"BNS",3,66.2,47.5,NA,NA,NA,NA,NA,"2004"
"13496","BNS021","SPEI",2004-05-27,"BNS",4,66.7,48.2,NA,NA,NA,NA,NA,"2004"
"13497","BNS021","SPEI",2004-05-27,"BNS",5,67.3,47.3,NA,NA,NA,NA,NA,"2004"
"13498","BNS022","SPEI",2004-05-27,"BNS",1,69.1,45.9,NA,NA,NA,NA,NA,"2004"
"13499","BNS022","SPEI",2004-05-27,"BNS",2,65.9,44.6,NA,NA,NA,NA,NA,"2004"
"13500","BNS022","SPEI",2004-05-27,"BNS",3,68.2,45.1,NA,NA,NA,NA,NA,"2004"
"13501","BNS022","SPEI",2004-05-27,"BNS",4,69.6,45.7,NA,NA,NA,NA,NA,"2004"
"13502","BNS022","SPEI",2004-05-27,"BNS",5,66.9,46,NA,NA,NA,NA,NA,"2004"
"13503","BNS022","SPEI",2004-05-27,"BNS",6,71.9,46,NA,NA,NA,NA,NA,"2004"
"13504","BNS023","COEI",2004-05-27,"BNS",1,70.5,48.2,NA,NA,NA,NA,NA,"2004"
"13505","BNS023","COEI",2004-05-27,"BNS",2,73.1,49.5,NA,NA,NA,NA,NA,"2004"
"13506","BNS023","COEI",2004-05-27,"BNS",3,72.8,48.5,NA,NA,NA,NA,NA,"2004"
"13507","BNS023","COEI",2004-05-27,"BNS",4,74.9,50.3,NA,NA,NA,NA,NA,"2004"
"13508","BNS023","COEI",2004-05-27,"BNS",5,74.9,49,NA,NA,NA,NA,NA,"2004"
"13509","BNS023","COEI",2004-05-27,"BNS",6,75.3,50.6,NA,NA,NA,NA,NA,"2004"
"13510","TJO008","COEI",2004-05-26,"TJO",1,79.1,49.5,NA,NA,NA,NA,NA,"2004"
"13511","TJO008","COEI",2004-05-26,"TJO",2,76.2,51.2,NA,NA,NA,NA,NA,"2004"
"13512","TJO008","COEI",2004-05-26,"TJO",3,74.1,51.2,NA,NA,NA,NA,NA,"2004"
"13513","TJO008","COEI",2004-05-26,"TJO",4,78.4,50.3,NA,NA,NA,NA,NA,"2004"
"13514","TJO008","COEI",2004-05-26,"TJO",5,77.1,51.4,NA,NA,NA,NA,NA,"2004"
"13515","TJO008","COEI",2004-05-26,"TJO",6,75.1,49.4,NA,NA,NA,NA,NA,"2004"
"13516","TJO009","COEI",2004-05-26,"TJO",1,75.9,49.9,NA,NA,NA,NA,NA,"2004"
"13517","TJO009","COEI",2004-05-26,"TJO",2,74,49.5,NA,NA,NA,NA,NA,"2004"
"13518","TJO009","COEI",2004-05-26,"TJO",3,74.6,48.9,NA,NA,NA,NA,NA,"2004"
"13519","TJO009","COEI",2004-05-26,"TJO",4,74,49,NA,NA,NA,NA,NA,"2004"
"13520","TJO009","COEI",2004-05-26,"TJO",5,74.2,48.2,NA,NA,NA,NA,NA,"2004"
"13521","TJO009","COEI",2004-05-26,"TJO",6,75.9,49.7,NA,NA,NA,NA,NA,"2004"
"13522","TJO010","COEI",2004-05-26,"TJO",1,76.8,50.3,NA,NA,NA,NA,NA,"2004"
"13523","TJO010","COEI",2004-05-26,"TJO",2,76.7,50.5,NA,NA,NA,NA,NA,"2004"
"13524","TJO010","COEI",2004-05-26,"TJO",3,77.5,52.4,NA,NA,NA,NA,NA,"2004"
"13525","TJO010","COEI",2004-05-26,"TJO",4,78.3,52.1,NA,NA,NA,NA,NA,"2004"
"13526","TJO010","COEI",2004-05-26,"TJO",5,75.4,51.3,NA,NA,NA,NA,NA,"2004"
"13527","TJO011","PALO",2004-05-26,"TJO",1,82.9,47.1,NA,NA,NA,NA,NA,"2004"
"13528","TJO011","PALO",2004-05-26,"TJO",2,78.6,45.6,NA,NA,NA,NA,NA,"2004"
"13529","HMW053","COEI",2004-05-28,"HMW",1,72.1,48.9,NA,NA,NA,NA,NA,"2004"
"13530","HMW053","COEI",2004-05-28,"HMW",2,70.1,48.7,NA,NA,NA,NA,NA,"2004"
"13531","HMW053","COEI",2004-05-28,"HMW",3,66.7,58.9,NA,NA,NA,NA,NA,"2004"
"13532","HMW053","COEI",2004-05-28,"HMW",4,76.3,48.7,NA,NA,NA,NA,NA,"2004"
"13533","HMW053","COEI",2004-05-28,"HMW",5,67.6,49,NA,NA,NA,NA,NA,"2004"
"13534","HMW053","COEI",2004-05-28,"HMW",6,69.9,49.4,NA,NA,NA,NA,NA,"2004"
"13535","HMW053","COEI",2004-05-28,"HMW",7,72.4,50.1,NA,NA,NA,NA,NA,"2004"
"13536","HMW053","COEI",2004-05-28,"HMW",8,76.2,58.6,NA,NA,NA,NA,NA,"2004"
"13537","HMW055","SPEI",2004-05-28,"HMW",1,70.4,44.8,NA,NA,NA,NA,NA,"2004"
"13538","HMW055","SPEI",2004-05-28,"HMW",2,71.8,45,NA,NA,NA,NA,NA,"2004"
"13539","HMW055","SPEI",2004-05-28,"HMW",3,68.2,44.2,NA,NA,NA,NA,NA,"2004"
"13540","HMW055","SPEI",2004-05-28,"HMW",4,69.8,42.7,NA,NA,NA,NA,NA,"2004"
"13541","HMW055","SPEI",2004-05-28,"HMW",5,69.8,45,NA,NA,NA,NA,NA,"2004"
"13542","HMW056","COEI",2004-05-28,"HMW",1,76.5,51.5,NA,NA,NA,NA,NA,"2004"
"13543","HMW056","COEI",2004-05-28,"HMW",2,75.4,52.7,NA,NA,NA,NA,NA,"2004"
"13544","HMW056","COEI",2004-05-28,"HMW",3,77.4,50.1,NA,NA,NA,NA,NA,"2004"
"13545","HMW056","COEI",2004-05-28,"HMW",4,73.4,51,NA,NA,NA,NA,NA,"2004"
"13546","HMW045","COEI",2004-05-28,"HMW",1,69.2,50.1,NA,NA,NA,NA,NA,"2004"
"13547","HMW045","COEI",2004-05-28,"HMW",2,70.2,50.8,NA,NA,NA,NA,NA,"2004"
"13548","HMW052","COEI",2004-05-28,"HMW",1,76.5,49.7,NA,NA,NA,NA,NA,"2004"
"13549","HMW052","COEI",2004-05-28,"HMW",2,75.8,50.1,NA,NA,NA,NA,NA,"2004"
"13550","HMW052","COEI",2004-05-28,"HMW",3,75.9,50.7,NA,NA,NA,NA,NA,"2004"
"13551","HMW052","COEI",2004-05-28,"HMW",4,78.4,50.4,NA,NA,NA,NA,NA,"2004"
"13552","TJO012","COEI",2004-05-25,"TJO",1,76.5,48.7,NA,NA,NA,NA,NA,"2004"
"13553","TJO012","COEI",2004-05-25,"TJO",2,76.1,49.2,NA,NA,NA,NA,NA,"2004"
"13554","TJO013","COEI",2004-05-25,"TJO",1,76.7,47.6,NA,NA,NA,NA,NA,"2004"
"13555","TJO013","COEI",2004-05-25,"TJO",2,77.6,49.1,NA,NA,NA,NA,NA,"2004"
"13556","TJO013","COEI",2004-05-25,"TJO",3,72.6,49.2,NA,NA,NA,NA,NA,"2004"
"13557","TJO013","COEI",2004-05-25,"TJO",4,72.1,50,NA,NA,NA,NA,NA,"2004"
"13558","TJO014","PALO",2004-05-25,"TJO",1,76.2,46.2,NA,NA,NA,NA,NA,"2004"
"13559","TJO014","PALO",2004-05-25,"TJO",2,74.7,47.4,NA,NA,NA,NA,NA,"2004"
"13560","TJO015","SPEI",2004-05-25,"TJO",1,68.5,46.1,NA,NA,NA,NA,NA,"2004"
"13561","TJO015","SPEI",2004-05-25,"TJO",2,71.2,45.5,NA,NA,NA,NA,NA,"2004"
"13562","TJO015","SPEI",2004-05-25,"TJO",3,68.8,46.4,NA,NA,NA,NA,NA,"2004"
"13563","TJO016","KIEI",2004-05-25,"TJO",1,73.4,45.5,NA,NA,NA,NA,NA,"2004"
"13564","TJO016","KIEI",2004-05-25,"TJO",2,71.7,45.6,NA,NA,NA,NA,NA,"2004"
"13565","TJO016","KIEI",2004-05-25,"TJO",3,70.8,45.9,NA,NA,NA,NA,NA,"2004"
"13566","TJO016","KIEI",2004-05-25,"TJO",4,69.5,45.7,NA,NA,NA,NA,NA,"2004"
"13567","TJO017","PALO",2004-05-25,"TJO",1,75.9,43.7,NA,NA,NA,NA,NA,"2004"
"13568","TJO017","PALO",2004-05-25,"TJO",2,71.1,44.5,NA,NA,NA,NA,NA,"2004"
"13569","TJO018","SPEI",2004-05-25,"TJO",1,72.9,46.4,NA,NA,NA,NA,NA,"2004"
"13570","TJO018","SPEI",2004-05-25,"TJO",2,71.8,45.6,NA,NA,NA,NA,NA,"2004"
"13571","TJO018","SPEI",2004-05-25,"TJO",3,73,46.6,NA,NA,NA,NA,NA,"2004"
"13572","TJO018","SPEI",2004-05-25,"TJO",4,72.8,45,NA,NA,NA,NA,NA,"2004"
"13573","TJO018","SPEI",2004-05-25,"TJO",5,72.1,46.5,NA,NA,NA,NA,NA,"2004"
"13574","TJO018","SPEI",2004-05-25,"TJO",6,73.6,45.4,NA,NA,NA,NA,NA,"2004"
"13575","TJO018","SPEI",2004-05-25,"TJO",7,68.3,46.8,NA,NA,NA,NA,NA,"2004"
"13576","TJO019","COEI",2004-05-25,"TJO",1,77.6,52.2,"Y",7628,0,0,2004-06-09,"2004"
"13577","TJO019","COEI",2004-05-25,"TJO",2,75.3,51.7,"Y",7627,0,0,2004-06-09,"2004"
"13578","TJO020","COEI",2004-05-25,"TJO",1,74.2,47.7,NA,NA,NA,NA,NA,"2004"
"13579","TJO020","COEI",2004-05-25,"TJO",2,75.7,49.6,NA,NA,NA,NA,NA,"2004"
"13580","TJO021","COEI",2004-05-25,"TJO",1,70.4,47.6,NA,NA,NA,NA,NA,"2004"
"13581","TJO022","COEI",2004-05-27,"TJO",1,75.1,49.9,NA,NA,NA,NA,NA,"2004"
"13582","TJO022","COEI",2004-05-27,"TJO",2,74.2,49,NA,NA,NA,NA,NA,"2004"
"13583","TJO022","COEI",2004-05-27,"TJO",3,76.3,49.6,NA,NA,NA,NA,NA,"2004"
"13584","TJO022","COEI",2004-05-27,"TJO",4,74,49.6,NA,NA,NA,NA,NA,"2004"
"13585","TJO022","COEI",2004-05-27,"TJO",5,69.3,49.6,NA,NA,NA,NA,NA,"2004"
"13586","TJO023","COEI",2004-05-27,"TJO",1,77.2,49.7,NA,NA,NA,NA,NA,"2004"
"13587","TJO023","COEI",2004-05-27,"TJO",2,77.2,51,NA,NA,NA,NA,NA,"2004"
"13588","TJO023","COEI",2004-05-27,"TJO",3,78.2,51.5,NA,NA,NA,NA,NA,"2004"
"13589","TJO023","COEI",2004-05-27,"TJO",4,76.6,50,NA,NA,NA,NA,NA,"2004"
"13590","TJO023","COEI",2004-05-27,"TJO",5,76.2,49.6,NA,NA,NA,NA,NA,"2004"
"13591","TJO024","RTLO",2004-05-27,"TJO",1,73.1,43,NA,NA,NA,NA,NA,"2004"
"13592","TJO024","RTLO",2004-05-27,"TJO",2,60.4,43.4,NA,NA,NA,NA,NA,"2004"
"13593","TJO025","RTLO",2004-05-27,"TJO",1,75,45.5,NA,NA,NA,NA,NA,"2004"
"13594","TJO025","RTLO",2004-05-27,"TJO",2,73,45.2,NA,NA,NA,NA,NA,"2004"
"13595","TJO026","SPEI",2004-05-27,"TJO",1,68.7,46.7,NA,NA,NA,NA,NA,"2004"
"13596","TJO026","SPEI",2004-05-27,"TJO",2,68.8,44.9,NA,NA,NA,NA,NA,"2004"
"13597","TJO026","SPEI",2004-05-27,"TJO",3,67.8,45.5,NA,NA,NA,NA,NA,"2004"
"13598","TJO026","SPEI",2004-05-27,"TJO",4,66.3,45.1,NA,NA,NA,NA,NA,"2004"
"13599","TJO026","SPEI",2004-05-27,"TJO",5,65.3,45,NA,NA,NA,NA,NA,"2004"
"13600","TJO027","RTLO",2004-05-27,"TJO",1,73.2,43.4,NA,NA,NA,NA,NA,"2004"
"13601","TJO028","COEI",2004-05-27,"TJO",1,79.8,51.5,NA,NA,NA,NA,NA,"2004"
"13602","TJO028","COEI",2004-05-27,"TJO",2,77.6,51.5,NA,NA,NA,NA,NA,"2004"
"13603","TJO028","COEI",2004-05-27,"TJO",3,78.2,51.9,NA,NA,NA,NA,NA,"2004"
"13604","TJO028","COEI",2004-05-27,"TJO",4,77,51.1,NA,NA,NA,NA,NA,"2004"
"13605","TJO028","COEI",2004-05-27,"TJO",5,74.2,49.6,NA,NA,NA,NA,NA,"2004"
"13606","HMW024","COEI",2004-05-29,"HMW",5,70.8,49.8,NA,NA,NA,NA,NA,"2004"
"13607","HMW062","COEI",2004-05-29,"HMW",1,70.6,50.7,NA,NA,NA,NA,NA,"2004"
"13608","HMW062","COEI",2004-05-29,"HMW",2,80.1,50.5,NA,NA,NA,NA,NA,"2004"
"13609","HMW062","COEI",2004-05-29,"HMW",3,74.9,50.4,NA,NA,NA,NA,NA,"2004"
"13610","HMW062","COEI",2004-05-29,"HMW",4,76.4,52.6,NA,NA,NA,NA,NA,"2004"
"13611","HMW062","COEI",2004-05-29,"HMW",5,78.2,52.7,NA,NA,NA,NA,NA,"2004"
"13612","HMW062","COEI",2004-05-29,"HMW",6,75.4,50.7,NA,NA,NA,NA,NA,"2004"
"13613","HMW062","COEI",2004-05-29,"HMW",7,70,46.5,NA,NA,NA,NA,NA,"2004"
"13614","HMW061","COEI",2004-05-29,"HMW",1,74.1,49.2,NA,NA,NA,NA,NA,"2004"
"13615","HMW059","COEI",2004-05-29,"HMW",1,75.7,52,NA,NA,NA,NA,NA,"2004"
"13616","HMW059","COEI",2004-05-29,"HMW",2,76,52.3,NA,NA,NA,NA,NA,"2004"
"13617","HMW059","COEI",2004-05-29,"HMW",3,77,52.3,NA,NA,NA,NA,NA,"2004"
"13618","HMW058","COEI",2004-05-29,"HMW",1,75.6,52.4,NA,NA,NA,NA,NA,"2004"
"13619","HMW058","COEI",2004-05-29,"HMW",2,76.6,50.1,NA,NA,NA,NA,NA,"2004"
"13620","HMW058","COEI",2004-05-29,"HMW",3,77.5,50.7,NA,NA,NA,NA,NA,"2004"
"13621","HMW058","COEI",2004-05-29,"HMW",4,76.2,50.4,NA,NA,NA,NA,NA,"2004"
"13622","HMW058","COEI",2004-05-29,"HMW",5,75,49.6,NA,NA,NA,NA,NA,"2004"
"13623","HMW057","COEI",2004-05-29,"HMW",1,73.1,49,NA,NA,NA,NA,NA,"2004"
"13624","HMW057","COEI",2004-05-29,"HMW",2,75,50.8,NA,NA,NA,NA,NA,"2004"
"13625","HMW057","COEI",2004-05-29,"HMW",3,72,49.5,NA,NA,NA,NA,NA,"2004"
"13626","HMW057","COEI",2004-05-29,"HMW",4,73.1,49.3,NA,NA,NA,NA,NA,"2004"
"13627","HMW037","SPEI",2004-04-29,"LJV",5,65.2,43.1,NA,NA,NA,NA,NA,"2004"
"13628","HMW046","SPEI",2004-05-28,"HMW",1,70.7,44.2,NA,NA,NA,NA,NA,"2004"
"13629","HMW046","SPEI",2004-05-28,"HMW",2,70.2,44.5,NA,NA,NA,NA,NA,"2004"
"13630","HMW046","SPEI",2004-05-28,"HMW",3,70.9,45,NA,NA,NA,NA,NA,"2004"
